"","y","t","sa","w","s","i"
"1",6.18955021328128,6.65034108739976,6.61369893754456,-0.000998586606217029,-0.423150137657066,-0.0366421498551971
"2",6.25890932184004,6.64992250477961,6.82343925613779,-0.167032348385957,-0.397497585911795,0.173516751358183
"3",6.03548143252476,6.64901825686722,6.43554266458799,-0.0310518763675008,-0.369009355695729,-0.213475592279244
"4",6.39526159811545,6.649280469364,6.6699447220513,0.00810929468597454,-0.282792418621828,0.0206642526872993
"5",6.53087762772588,6.64992760381882,6.74526252208499,0.0289634773814974,-0.243348371740606,0.0953349182661643
"6",6.56526497003536,6.64912052130249,6.72797917606416,0.0215039265205419,-0.184218132549339,0.0788586547616535
"7",6.48616078894409,6.64762845402702,6.53126670007099,0.14049734376254,-0.185603254889441,-0.116361753956046
"8",6.39859493453521,6.64734939910231,6.55915451183091,-0.000983047126916508,-0.159576530168785,-0.0881948872714307
"9",6.25382881157547,6.64891408371748,6.5737426358814,-0.167048376918897,-0.152865447387032,-0.0751714478361075
"10",6.53378883793334,6.65171762050168,6.64303926070052,-0.0310181105741961,-0.0782323121929816,-0.00867835980119936
"11",6.59850902861452,6.65508271603731,6.63555038754222,0.0081009239980498,-0.0451422829257497,-0.0195323284951389
"12",6.56103066589657,6.65892932805866,6.61058448929799,0.0289440085412391,-0.0784978319426549,-0.0483448387607238
"13",6.80239476332431,6.66244588589352,6.84453105534488,0.0214782538247615,-0.0636145458453302,0.1820851694513
"14",6.85540879860993,6.66406716718634,6.72644898497002,0.140505538504716,-0.0115457248648041,0.0623818177836159
"15",6.49526555593701,6.6649049825853,6.51439881560921,-0.000954664835934197,-0.0181785948362721,-0.150506166976149
"16",6.41345895716736,6.6673757326475,6.58014992883757,-0.167055442532485,0.000364470862269927,-0.0872258038099933
"17",6.69332366826995,6.67107117498081,6.75163845095289,-0.0309842020349758,-0.0273305806479626,0.0805672759720049
"18",6.7945865808765,6.67397769013223,6.75750139414094,0.00808667095425094,0.0289985157813128,0.0835237040086386
"19",6.76849321164863,6.67516270765194,6.77107731221666,0.0289285055583507,-0.0315126061263859,0.0959146045646473
"20",6.65027904858742,6.67494052309995,6.68039840960552,0.021431663645799,-0.0515510246639011,0.00545788650548765
"21",6.68835471394676,6.67460350613546,6.59068823238956,0.140509161467065,-0.0428426799098626,-0.0839152737459829
"22",6.66057514983969,6.67506836877311,6.67742388877832,-0.000905341447387625,-0.0159433974912501,0.00235552000512891
"23",6.56807791141198,6.6748609943172,6.88821187236846,-0.167051733892622,-0.153082227063864,0.213350878051172
"24",6.62273632394984,6.67212195441143,6.74826504270173,-0.0309564954634203,-0.0945722232884729,0.0761430882902075
"25",6.64898455002478,6.66745831682136,6.68587968961098,0.00805943499588863,-0.0449545745820929,0.0184213727895256
"26",6.62406522779989,6.66226418557464,6.65513972792501,0.0289077402443788,-0.0599822403695001,-0.00712445764972482
"27",6.63594655568665,6.6570305002285,6.66075116520397,0.0213876522792249,-0.0461922617965464,0.00372066497535496
"28",6.77422388635761,6.65168456011892,6.67376841513428,0.14052553645518,-0.0400700652318474,0.0220838550152434
"29",6.62406522779989,6.64603067213999,6.65959408801871,-0.00085305367677197,-0.0346758065420495,0.0135634158786044
"30",6.4150969591716,6.64031253266133,6.60392339822881,-0.16705535358348,-0.0217710854737383,-0.0363891344326394
"31",6.65672652417839,6.63481956920597,6.64909996648529,-0.0309319897678477,0.0385585474609451,0.0142803972791964
"32",6.71417052990947,6.62908008624199,6.6861020293209,0.008028013324095,0.0200404872644823,0.0570219430787693
"33",6.58479139238572,6.62306009158643,6.55071263905734,0.0288913713179875,0.00518738201039139,-0.0723474525292359
"34",6.64248680136726,6.61734350962429,6.64446968676421,0.0213461653731169,-0.0233290507700695,0.0271261771397656
"35",6.59304453414244,6.61238212869894,6.47977491397253,0.140546309724934,-0.0272766895550326,-0.132607214726559
"36",6.43133108193348,6.60920982080751,6.490283938919,-0.000797966558466016,-0.0581548904270525,-0.118925881888674
"37",6.24027584517077,6.60852074347782,6.48344466431965,-0.167053244282384,-0.076115574866498,-0.12507607915834
"38",6.58892647753352,6.60918068432885,6.70905867026982,-0.0309185320459436,-0.0892136606903521,0.0998779859407784
"39",6.64509096950564,6.6090037900379,6.70131650634933,0.00798141418545725,-0.0642069510291443,0.0923127163112471
"40",6.54821910276237,6.60758761679523,6.57038550655901,0.0288790186787426,-0.051045422475384,-0.0372021102364044
"41",6.59441345974978,6.60619877866087,6.58283549151927,0.0212972884178122,-0.00971932018730185,-0.0233632871418003
"42",6.85224256905188,6.6047124885934,6.7080879574914,0.140575273432679,0.00357933812780169,0.103375468897799
"43",6.55535689181067,6.60269935664843,6.52444436027439,-0.00073026480786674,0.0316427963441451,-0.0782549963742511
"44",6.34738920965601,6.60117256747601,6.55725613780401,-0.167034131596089,-0.0428327965519146,-0.0439164296722005
"45",6.34212141872115,6.6010910623785,6.47876875657803,-0.030912814389674,-0.105734523467205,-0.12232230580068
"46",6.72142570079064,6.60169542838266,6.75338912388793,0.00791868019552104,-0.0398821032928095,0.151693695505051
"47",6.40357419793482,6.6020565151356,6.46953843141736,0.0288743288929482,-0.0948385623754942,-0.132518083718468
"48",6.59167373200866,6.6027682284189,6.64614227268404,0.0212450857432588,-0.07571362641864,0.043374044264902
"49",6.7945865808765,6.60320963277459,6.70292047103071,0.140585886331062,-0.0489197764852746,0.09971083825588
"50",6.48616078894409,6.60264655240885,6.5602983462626,-0.000658946824580328,-0.0734786104939357,-0.0423482061464937
